Movie_ID,worldwide_box_office
536,591680.0
537,4027.0
538,5652066.0
539,
540,177.0
541,1188.0
542,295700.0
543,374052.0
544,5589299.0
545,14378.0
546,3314.0
547,948.0
548,
549,213040.0
550,213273.0
551,420.0
552,457137.0
553,17361796.0
554,234960.0
555,
556,7718.0
557,4618.0
558,156223.0
559,89119.0
560,151056221.0
561,
562,
563,86880.0
564,6180.0
565,6871135.0
566,1421636.0
567,1242952.0
568,51018.0
569,73439.0
570,337046.0
571,4878325.0
572,19389.0
573,
574,471360.0
575,3700.0
576,
577,316507.0
578,51075.0
123,31166312.0
579,195050.0
580,195790794.0
581,184474.0
582,536807.0
583,10610.0
584,
585,4847.0
586,2.0
587,31806.0
588,54770.0
589,
590,107940.0
31689,107940.0
591,61248.0
592,231230.0
593,10424668.0
594,7337.0
595,278865.0
596,8242805.0
597,
598,198807.0
599,
31893,
600,15700.0
601,6290388.0
602,27519661.0
603,550000.0
604,693523.0
605,42873730.0
606,
607,4979.0
608,2585854.0
609,106847.0
610,3499472.0
611,
612,2119.0
613,3047.0
614,81030.0
615,2839.0
616,
617,3206.0
618,961329.0
619,51741.0
620,
621,
622,44028.0
623,886183.0
624,8053641.0
625,2108.0
626,5124.0
627,1623686.0
628,5521370.0
629,13739.0
630,6560.0
631,
632,1566750.0
633,28717667.0
634,
635,
636,638695.0
162,250744.0
637,480066.0
638,15458332.0
639,4755.0
640,142235.0
641,285883.0
642,13810.0
643,105947.0
644,8965.0
645,16590.0
646,38837336.0
647,32405.0
648,5241.0
649,28043.0
650,17409.0
651,3053690.0
652,4121839.0
653,155.0
654,34335.0
655,3067900.0
656,178784.0
657,
658,
659,2924.0
660,
661,4121.0
662,9644.0
663,15665230.0
664,
665,
666,2990409.0
667,712720.0
668,139595.0
669,289527.0
670,379371.0
671,
672,72909.0
673,371385.0
674,42424.0
675,
676,
677,
678,1515221.0
679,
680,290308.0
681,1046151.0
682,9165727.0
683,17869.0
684,465079.0
685,2692737.0
686,214423.0
687,1466815.0
688,233559.0
689,18734.0
690,13587.0
691,
692,168892.0
693,
694,4917.0
695,35189.0
696,14520.0
697,18339343.0
698,95872148.0
699,51747.0
700,12536.0
701,
702,1164.0
703,422006.0
704,1556202.0
705,7736408.0
706,51247.0
707,95471.0
708,27632.0
709,416698.0
710,5121.0
711,2617.0
712,4418.0
713,332020.0
714,11547.0
715,795.0
716,3436.0
717,2696.0
718,13472.0
719,2197630.0
720,22846.0
721,920.0
722,1034643.0
723,17280.0
724,21148.0
725,824807.0
726,338690.0
727,25267.0
728,316803.0
729,803890.0
730,81613.0
731,63116.0
732,101339.0
733,4878197.0
734,7964.0
735,3233185.0
736,29099751.0
737,3160000.0
738,3193629.0
739,11414.0
740,
741,2386307.0
742,917.0
743,256848.0
744,21774432.0
745,61642798.0
746,2259.0
747,116928.0
748,231771716.0
749,7286.0
750,1364179.0
751,1203.0
752,724626.0
753,662017.0
754,72.0
755,6473.0
756,284.0
757,2121721.0
758,6359.0
759,168297.0
760,235439.0
761,1211.0
762,1253123.0
763,2000000.0
764,83873.0
765,37802.0
766,859.0
767,
768,
769,529290830.0
770,1732578.0
771,567421.0
772,2215.0
773,37849.0
774,85210012.0
775,3375245.0
776,333069.0
777,3628.0
778,49700.0
779,4298.0
780,74017.0
781,1991734.0
782,431951.0
783,171.0
784,840.0
785,29843.0
786,4817.0
787,1702.0
788,5005352.0
789,1899052.0
790,127225.0
791,10929163.0
792,54379.0
793,95697808.0
794,9353729.0
795,314682.0
796,17341.0
30580,17341.0
797,23398.0
798,19154.0
799,13816096.0
800,4307.0
801,24617186.0
802,195616.0
803,53708.0
804,353653.0
805,23726626.0
806,13716383.0
807,70065568.0
808,
809,48386.0
810,213591522.0
811,100000.0
812,1000000.0
813,
814,
815,35630.0
816,116521.0
817,
818,314101190.0
32315,314101190.0
819,390928.0
820,
821,80428.0
822,11872000.0
823,30744.0
824,105934.0
825,
826,11090.0
827,2890.0
828,4574586.0
829,1339004.0
830,281511.0
831,16661.0
832,4223.0
833,4997844.0
834,613.0
835,1034817.0
30427,1034817.0
836,1034133.0
837,41413.0
838,72675.0
839,21568.0
840,1784444.0
841,2543193.0
842,14580.0
843,150832086.0
844,11338.0
845,1164932.0
846,3112906.0
847,
848,341057.0
849,3774.0
850,5315502.0
851,668.0
852,75977.0
853,303959.0
854,18337.0
855,6771798.0
856,21724.0
857,1664.0
858,7587.0
859,39195564.0
860,480266.0
861,10677009.0
862,26.0
863,501.0
864,683449.0
865,1343.0
866,21174.0
867,7318.0
868,2624412.0
869,867.0
870,3401.0
871,
872,42913.0
873,343078.0
874,7152868.0
875,1904967.0
876,10227.0
877,746547.0
878,21456.0
879,
880,8066925.0
881,447191.0
882,2102250.0
883,
884,
885,8745.0
886,134724.0
887,49394.0
888,458644.0
889,
890,17.0
891,2625.0
892,331293.0
893,119736188.0
894,20344.0
895,
896,48103.0
897,320029388.0
898,18353.0
899,
900,1356.0
901,60000.0
902,9765.0
903,8224.0
904,8861.0
905,169453.0
906,1240812.0
907,13867066.0
908,2151.0
909,15430.0
513,46805.0
910,12967012.0
32350,12967012.0
911,4241533.0
912,
913,6677.0
914,171765.0
915,53559.0
916,547134.0
917,529.0
918,1090284.0
919,8558693.0
920,101822673.0
921,302239672.0
922,6101504.0
923,305149461.0
924,6152973.0
925,240759682.0
926,117425156.0
927,11845.0
928,353535.0
929,52837989.0
930,28109609.0
931,13437.0
932,993.0
933,49667.0
934,7193.0
935,449325.0
936,188556.0
937,464824.0
938,
939,150016.0
940,6719.0
941,6747.0
942,11267.0
943,789088.0
944,93548.0
945,40939.0
946,297.0
947,10800.0
948,3257.0
949,30126.0
950,158621.0
951,2765772.0
952,5243.0
953,2518.0
954,26941.0
955,10894584.0
956,25293.0
957,485327.0
958,
959,
960,139436.0
961,159693.0
962,19996.0
963,8409.0
964,12440.0
965,
966,394004.0
967,19700.0
968,2556.0
969,1366.0
970,43220.0
971,
972,3285291.0
973,380586.0
974,3907740.0
975,1163555.0
976,115623.0
977,13885.0
978,1945971.0
979,154996.0
980,2643.0
981,125220.0
982,
983,13250.0
984,4562806.0
985,8648.0
986,316262.0
987,1999760.0
988,18340604.0
989,928773.0
990,34862.0
991,87504.0
992,40948.0
993,121020.0
994,637.0
995,91149.0
996,1547643.0
997,3138098.0
998,
999,5474.0
1000,352657.0
1001,38762.0
1002,64282881.0
1003,907637.0
1004,203660.0
1005,
1006,7746.0
1007,
1008,118128641.0
1009,
1010,9881954.0
1011,2504.0
1012,567810.0
1013,651280475.0
30929,651280475.0
1014,312295.0
1015,
1016,65278.0
1017,9453.0
1018,4129689.0
1019,6961334.0
16215,6961334.0
1020,313387.0
1021,75984700.0
1022,7948.0
1023,138157.0
1024,9955.0
1025,
1026,190115.0
1027,831.0
1028,3266749.0
1029,1882.0
1030,551.0
1031,926600.0
1032,4964366.0
1033,38.0
1034,925810.0
1035,
1036,
1037,46376.0
1038,1116.0
1039,44637.0
1040,1144.0
1041,864602.0
1042,
1043,226197.0
1044,581678.0
1045,113853.0
1046,780837.0
1047,85309093.0
1048,674316.0
1049,997905.0
1050,
1051,
1052,2302688.0
1053,14352012.0
1054,
1055,96890794.0
1056,9535.0
1057,12525.0
1058,
1059,78023.0
1060,4503.0
1061,628766.0
1062,6716.0
1063,51007693.0
1064,35705.0
1065,1055135598.0
32346,1055135598.0
1066,11562.0
1067,334486852.0
1068,40081.0
1069,5976.0
1070,
1071,422869.0
1072,
1073,234.0
1074,11302.0
1075,
1076,594556.0
1077,189283.0
1078,11771.0
1079,299510.0
1080,587445.0
1081,13271.0
1082,
1083,41126.0
1084,9164918.0
1085,56948.0
1086,
1087,
1088,15562.0
1089,53815.0
1090,4289.0
1091,11828404.0
1092,14193.0
1093,62695827.0
1094,
1095,
1096,2470099.0
1097,21343.0
1098,
1099,286164.0
1100,203900.0
1101,231975.0
1102,655945209.0
1103,1761937.0
1104,142183.0
1105,4447734.0
1106,
1107,25516.0
1108,10891281.0
1109,1806679.0
1110,
1111,20400.0
1112,276689.0
1113,1085674.0
1114,5771.0
1115,3832.0
1116,100544.0
1117,265515.0
1118,5501.0
1119,58502.0
1120,
1121,
1122,2526180.0
1123,9789306.0
1124,4706057.0
1125,1380144.0
1126,1132204.0
1127,19231.0
1128,158333.0
1129,92733.0
1130,13845.0
1131,
1132,475157.0
1133,136483.0
1134,1870.0
1135,
1136,426389.0
1137,12592.0
1138,718.0
1139,5578259.0
1140,52923.0
1141,104992.0
1142,
1143,
1144,
1145,4912.0
1146,24896.0
1147,2028086.0
1148,1523168.0
1149,5869917.0
1150,1979.0
1151,
1152,340673.0
1153,1295900.0
1154,2431.0
1155,161456746.0
33281,161456746.0
1156,331737.0
1157,1709405.0
1158,
1159,3667477.0
1160,
1161,2546189.0
1162,322016.0
1163,45666.0
1164,6698.0
1165,
1166,5644602.0
1167,197690.0
1168,167619.0
1169,
1170,2790.0
1171,11482.0
1172,1877200.0
1173,
1174,6394531.0
1175,15827405.0
1176,1842192.0
1177,20089.0
1178,
31176,
1179,
31008,
33972,
1180,6771.0
1181,646105.0
1182,
1183,3453916.0
1184,1218287.0
1185,4691.0
1186,
1187,
1188,421404.0
1189,206792.0
1190,56725.0
1191,643.0
2878,643.0
1192,6387619.0
1193,
1194,540296.0
1195,41937.0
1196,
1197,190532.0
1198,58291.0
1199,55480.0
1200,
1201,69543.0
1202,60917.0
1203,25206.0
1204,5302.0
1205,129792.0
1206,1019.0
1207,17194.0
1208,1063076.0
1209,
1210,1982615.0
1191,50271.0
2878,50271.0
1211,4912.0
1212,12775.0
1191,117906.0
2878,117906.0
1213,524732.0
1214,27942770.0
1215,111813.0
1216,1515067.0
1217,112.0
1218,223287.0
1219,35929.0
1220,18421612.0
1221,17366.0
1222,945640.0
1223,3410.0
1224,468.0
1225,6976.0
1226,10217493.0
1227,7858.0
1228,6303104.0
1229,3205.0
1230,
1231,129045.0
1232,
1233,9591095.0
1234,670399.0
1235,637203.0
1236,2514938.0
1237,9965431.0
1238,1508.0
1239,16684.0
1240,61.0
1241,1441.0
1242,
1243,7630.0
1244,8040606.0
1245,115097874.0
1246,77665.0
1247,5894544.0
1248,2731079.0
1249,3817443.0
1250,
1251,
1252,8154239.0
1253,3757826.0
1254,
1255,7776.0
1256,
1257,5983.0
1258,10739182.0
1259,
1260,235055.0
1261,8980243.0
1262,459179.0
1263,
1264,
1265,11424.0
1266,
1267,1534935.0
1268,
1269,506081.0
1270,
1271,3388675.0
1272,513537178.0
1273,3233962.0
1274,
1275,
1276,
1277,3078.0
1278,193288.0
1279,518385.0
1280,8777.0
1281,326131.0
1282,39178189.0
1283,
1284,
1285,64.0
1286,
1287,11687785.0
1288,7443.0
1289,2379.0
1290,1105.0
1291,175807183.0
1292,
1293,10353488.0
1294,80510.0
1295,3219.0
1296,
1297,722.0
1298,244065.0
1299,6507.0
1300,
1301,24551.0
1302,9328.0
1303,823346.0
1304,4528185.0
1305,1811452.0
1306,63.0
1307,34134.0
1308,192751757.0
1309,14630563.0
1310,40447.0
1311,126003.0
1312,1485785.0
1313,23611.0
1314,3074.0
1315,2715.0
1316,1604289.0
1317,10465.0
1318,7529.0
1319,273798.0
1320,46778.0
1321,318069.0
1322,
1323,133987.0
1324,268979.0
1325,1188225.0
1326,3668.0
1327,3018782.0
1328,
1329,2097.0
1330,123170000.0
1331,5668.0
1332,10850.0
1333,23826.0
1191,14905.0
2878,14905.0
1334,25103.0
1335,16831582.0
1336,18611.0
1337,145250.0
1338,24447.0
1339,1579862.0
1340,45026.0
1341,
1342,162.0
1343,
1344,3944165.0
1345,3929.0
1346,
1347,
1348,772282.0
1349,330636.0
1350,
1351,
1352,1183963.0
1353,32589493.0
1354,
1355,408.0
1356,3003.0
1357,
1358,11170000.0
1359,2749490.0
1360,63235.0
1361,
1362,11191.0
1363,
1364,12677.0
1365,29572150.0
1366,318016.0
1367,53487.0
1368,1471656.0
1369,252076.0
1370,3470.0
1371,
1372,
1373,17107.0
1374,6499.0
1375,19623.0
1376,110846.0
1377,993.0
1378,88391.0
1191,34641.0
2878,34641.0
1379,206.0
1380,697678.0
1381,5969.0
1382,567436.0
1383,26619.0
1384,8902.0
1385,36588512.0
1386,
1387,9371036.0
1388,134672.0
1389,6225902.0
1390,326.0
1391,
1392,106526.0
1393,15475.0
1394,
1395,83738.0
1396,1247.0
1397,
1398,133083.0
1399,
1400,136812.0
1401,5537.0
1402,
1403,48539.0
1404,45349.0
1405,220.0
1406,58384.0
1407,1397631.0
1408,3053.0
1409,50213.0
1410,12.0
1411,421193.0
1412,
1413,247172.0
1414,24727.0
1415,
1416,6466297.0
1417,7838.0
1418,57751.0
1419,29431.0
1420,1384.0
1421,
1422,
1423,15988889.0
1424,65179.0
1425,8849.0
1426,
1427,
1428,816625.0
1429,190536.0
1430,12069.0
1431,1481211.0
1432,744.0
1433,6596.0
1434,692667.0
1435,351767147.0
1436,22490.0
1437,9066016.0
1438,2507181.0
1439,562.0
1440,1627983.0
1441,31115.0
1442,19431.0
1443,18533.0
1444,78944998.0
1445,117.0
1446,1153.0
1447,
1448,
1449,
1450,
1451,70844.0
1452,1995045.0
1453,
1454,253990.0
1455,110206.0
1456,
1457,49241.0
1458,7770.0
1459,
1460,49312.0
1461,19575.0
1462,441890079.0
1463,2037.0
1464,52113.0
1465,18683303.0
1466,289564.0
1467,138.0
1468,2197796.0
1469,17106.0
1470,920307.0
1471,7157.0
1472,4957041.0
1473,11862650.0
1474,34790.0
1475,358063.0
1476,
1477,
1478,847527.0
1479,6124.0
1480,669445.0
1481,
1482,72821.0
1483,39033.0
1484,385454.0
1485,10898.0
1486,1024299.0
1487,3338.0
1488,
1414,14495.0
1489,12249.0
1490,8992225.0
1491,39504707.0
1492,
1493,423747.0
1494,14594.0
1495,6182844.0
1496,
1497,401429.0
1498,4430.0
1499,199.0
1500,53835.0
1501,
1502,
1503,
1504,10585.0
1505,375.0
1506,3879894.0
1507,87087.0
1508,81209222.0
33400,81209222.0
1509,37435.0
1510,60411.0
1511,947.0
1512,2940357.0
1513,1656.0
1514,1220682.0
1515,281.0
1516,318.0
1517,1470.0
1518,10727536.0
1519,8446.0
1520,5261.0
1521,91756.0
1522,2480.0
1523,1166.0
1524,7768259.0
1525,372.0
1526,892646.0
1527,3313431.0
1528,730670.0
1529,
1530,330326.0
1531,
1532,
1533,
31836,
1534,170024300.0
1535,34298.0
1536,113949.0
1537,10323404.0
1538,542586.0
1539,
1540,141366.0
1541,1838382.0
1542,
1543,
1544,
1545,
1546,7888.0
1547,1491952.0
1548,3669519.0
1549,
1550,381071.0
1551,179596.0
1552,14901.0
1553,2508.0
1554,327453.0
1555,5696993.0
1556,1586.0
1557,70759.0
1558,28219.0
1559,
1560,
1561,7699.0
1562,
1563,5840146.0
1564,134587.0
1565,2293.0
1566,64883.0
1567,577090.0
1568,192553.0
1569,
1570,
1571,3593741.0
1572,
1573,604174.0
1574,156259.0
1575,669272.0
1576,478663.0
1577,171735.0
1578,149117900.0
1579,5145.0
1580,
1581,359546.0
1582,13112.0
1583,1411.0
1584,2688.0
1585,2403.0
1586,15.0
1587,41535.0
1588,94613.0
1589,24403192.0
1590,2307061.0
1591,2763.0
1592,2516283.0
1191,318547.0
2878,318547.0
1593,16796.0
1594,919.0
1595,2178.0
1596,4111121.0
1597,
1598,257146.0
1599,
1600,
1601,522980.0
1602,5877.0
1603,10281515.0
1604,227163.0
1605,3639308.0
1606,5345355.0
1607,2153029.0
1608,2119.0
1609,4674.0
1610,277.0
1611,7841.0
1612,1341674.0
1613,33271.0
1614,300158.0
1615,277135.0
1616,4109.0
1617,68127.0
31873,68127.0
1618,
1619,18420808.0
1620,
1621,2309187.0
1622,127710550.0
1623,
1624,4502612.0
1625,430167.0
1626,
1627,3286395.0
1628,
1629,
1630,7971261.0
1631,2890000.0
1632,3634435.0
1633,5910170.0
1634,337786.0
1635,
1636,12297.0
1637,5130.0
1638,2717.0
1639,
1640,
1641,21468.0
1642,1686941.0
1643,1346.0
1644,97473.0
1645,
1646,
1647,581142.0
1648,35068.0
1649,1692602.0
1650,10864.0
1651,4116.0
1652,75352.0
1653,79.0
1654,1663709.0
1655,2232120.0
1656,631064182.0
1657,3871448.0
1658,2034408.0
1659,7963688.0
1660,23345113.0
1661,3804977.0
1662,119266661.0
1663,3376375.0
1664,198151.0
1665,737772.0
1666,295.0
1667,17505.0
1668,698048.0
1669,
1670,34760.0
1671,913609.0
1672,20277.0
1673,
1674,35893.0
1675,3589633.0
1676,262802.0
1677,36951577.0
1678,2577213.0
1679,31285.0
1680,
1681,8283912.0
1682,28580.0
1683,2772841.0
1684,
1685,
1686,
1687,4733.0
1688,1453085.0
1689,
1690,12021506.0
1691,4333105.0
1692,113717.0
1693,9985316.0
1694,95965.0
1695,11933.0
1696,43470.0
1697,12212837.0
1698,19411.0
1699,91324.0
1700,256.0
1701,1035.0
1702,
31911,
1703,12594.0
1704,51485.0
1705,
1706,
1707,7241309.0
1708,68761.0
1709,19391.0
1710,5832342.0
1711,3303741.0
1712,2202.0
1713,44401.0
1714,222061.0
1715,425144.0
1716,1829101.0
1717,3444421.0
1718,82867.0
1719,22114.0
1720,1365676.0
1721,953314.0
1722,1055.0
1723,1032.0
1724,57664.0
1725,1359.0
1726,28842.0
1727,
1728,
1729,540590.0
1730,2850.0
1731,38039.0
1732,368.0
30021,368.0
1733,575.0
30020,575.0
1734,886918326.0
1735,23800.0
1736,
1737,3262.0
1738,133199.0
1739,118906.0
1740,28187.0
1741,214.0
1742,587754.0
1743,34710.0
1744,516279.0
1745,58179.0
1746,954696.0
1747,11578.0
1748,
1749,
1750,12127.0
1751,133563.0
1752,9037427.0
1753,104223315.0
1754,45304.0
1755,2572.0
1756,
1757,
1758,39674.0
1759,181.0
1760,738637.0
31125,738637.0
1761,789985.0
1762,209449.0
1763,22367263.0
1764,
1765,
1766,
1767,154816.0
1768,41708576.0
1769,1274536.0
1770,43.0
1771,
30462,
34093,
1772,
1773,797666425.0
1774,8041.0
1775,1216291.0
1776,661883.0
1777,18214.0
1778,
1779,1185.0
1780,386261.0
1781,9649.0
1782,3898030.0
1783,353.0
1784,61529.0
1785,2705792.0
1786,214551.0
1787,8932.0
1788,8310.0
1789,18855.0
1790,19096003.0
1791,2890402.0
1792,2904.0
1793,53569.0
1794,6618.0
1795,501911.0
1796,1943265.0
1797,2062115.0
1798,34983342.0
1799,11937675.0
1800,968249.0
1063,
1801,
1802,321986.0
1803,220000.0
1804,27009.0
1805,500441.0
1806,
1807,11481.0
1808,
1809,147843.0
1810,18381.0
1811,78075.0
1812,8947326.0
1813,
1814,12722.0
1815,19483.0
1816,18516.0
1817,
1818,76955.0
1819,1325730.0
1820,628.0
1821,53230.0
1822,617186.0
1823,2683.0
1824,21107423.0
1825,
30371,
1826,3878.0
1827,15982156.0
1828,
1829,646946.0
1830,2306238.0
1831,640126.0
1832,149313.0
1833,7052423.0
1834,1102854.0
1835,5085256.0
1836,3538.0
1837,29539.0
1838,507138.0
1839,141525.0
1840,
1841,
1842,8608809.0
1843,1665403.0
1844,850482778.0
33278,850482778.0
1845,65994485.0
1846,
1847,
1848,7171320.0
1849,270827.0
1850,513.0
1851,40486.0
1852,287328.0
1853,6457240.0
1854,
1855,77733867.0
1856,265505.0
1857,2809890.0
1858,832548.0
1859,180000.0
1860,950542.0
1861,31500.0
1862,
1863,
1864,4543.0
1865,20392339.0
1866,380786.0
1867,33149995.0
1868,51950.0
1869,811724385.0
1870,
1871,366688.0
1872,51029.0
1873,122638.0
1874,213231.0
1875,1201442.0
1876,221282.0
1877,22124.0
1878,76151.0
1879,56516.0
1880,4533658.0
1881,
1882,808806.0
1883,687507.0
1884,193189.0
1885,
1886,1000000.0
1887,311586.0
1888,1956419.0
1889,9187575.0
1890,2099.0
1891,15551.0
1892,45043.0
1893,
1894,7755.0
1895,
1896,57004.0
1897,
1898,1170000.0
1899,24077.0
1900,2948862.0
1901,
1902,1834249.0
1903,289282.0
1904,2251.0
1905,47879572.0
1906,17971.0
1907,11284.0
1908,
1909,133169.0
1910,60179.0
1911,77827.0
1912,4562.0
1913,19282.0
1914,6425632.0
1915,752552.0
1916,232.0
1917,94442.0
1918,252571.0
1919,1084.0
1920,39916.0
1921,202643.0
1922,41064.0
1923,30700192.0
1924,2770.0
