year,release_date,title,genre,international_box_office,production_budget,Movie_ID
2016,December 23rd,silence,Drama,"16626449,00","46500000,00",805
2016,December 23rd,yolki 5,Comedy,"13716383,00",,806
2016,December 23rd,see you tomorrow,Romantic Comedy,"70065568,00",,807
2016,January 27th,resident evil the final chapter,Horror,"287256498,00","40000000,00",818
2016,January 27th,resident evil the final chapter,Horror,"287256498,00","40000000,00",32315
2016,December 23rd,paw patrol,Adventure,"303959,00",,853
2016,December 23rd,pixi post eta opari emaileak,Adventure,"18337,00",,854
2016,December 23rd,red dog true blue,Drama,"6771798,00",,855
2016,December 23rd,la prunelle de mes yeux,Romantic Comedy,"21724,00",,856
2016,December 23rd,okhotniki,Drama,"1664,00",,857
2016,December 23rd,my super girl,,"7587,00",,858
2016,December 23rd,minha m e uma pe a 2 o filme,Comedy,"39195564,00",,859
2016,December 23rd,man el na hodinu,Comedy,"480266,00",,860
2016,December 23rd,mogura no uta hong kong ky s kyoku,,"10677009,00",,861
2016,December 23rd,ka is,Drama,"26,00",,862
2016,December 23rd,hasret bitti,Comedy,"501,00",,863
2016,December 23rd,liga mx clausura 2017 chivas vs tigres,Concert/Performance,"683449,00",,864
2016,December 23rd,family relics,Drama,"1343,00",,865
2016,December 23rd,kaththi sandai,Action,"21174,00",,866
2016,December 23rd,dreamfish,Thriller/Suspense,"7318,00",,867
2016,December 23rd,ded moroz bitva magov,Adventure,"2624412,00",,868
2016,December 23rd,el cruce de la pampa,Drama,"867,00",,869
2016,December 23rd,de i tir bakal m,Comedy,"3401,00",,870
2016,December 23rd,the ataxian,Adventure,,,871
2016,December 23rd,al ma wal khodra wal wajh al hassan,Drama,"42913,00",,872
2016,December 23rd,12 k d i,Adventure,"343078,00",,873
2016,December 23rd,fond,Comedy,"7152868,00",,874
2016,December 23rd,d nerse senindir,Romantic Comedy,"1904967,00",,875
2016,January 6th,railroad tigers,Action,"101604629,00",,920
2016,January 27th,un padre no tan padre,Comedy,"3945457,00",,922
2016,December 21st,dangal,Action,"292757700,00","9500000,00",923
2016,December 21st,the autopsy of jane doe,Horror,"6152973,00",,924
2016,December 21st,assassin s creed,Action,"186111734,00","125000000,00",925
2016,December 23rd,why him,Comedy,"57101370,00","38000000,00",926
2016,December 16th,zuzula,Horror,"11845,00",,927
2016,December 16th,wu nu nao jing cheng,Romantic Comedy,"353535,00",,928
2016,December 21st,patriots day,Thriller/Suspense,"20951628,00","40000000,00",929
2016,December 16th,y kai watch 3,Adventure,"28109609,00",,930
2016,December 16th,until forever,,"13437,00",,931
2016,December 16th,vrach,Drama,"993,00",,932
2016,December 16th,tereddut,Drama,"49667,00",,933
2016,December 16th,systema shou brat ev zapashnykh,,"7193,00",,934
2016,December 16th,suki ni naru sono shunkan o kokuhaku jikkou iinkai,,"449325,00",,935
2016,December 16th,sheng men,Documentary,"188556,00",,936
2016,December 16th,sen sa ben selamet,Comedy,"464824,00",,937
2016,December 16th,short stay,Comedy,,,938
2016,April 28th,shavua ve yom,Drama,"108402,00",,939
2016,December 16th,royal opera les contes d hoffmann,Concert/Performance,"6719,00",,940
2016,December 16th,lo que nunca nos dijimos,Drama,"11267,00",,942
2016,December 16th,oldu mu simdi,Comedy,"13250,00",,983
2016,December 16th,natale a londra dio salvi la regina,Comedy,"4562806,00",,984
2016,December 16th,my circle of friends,,"8648,00",,985
2016,December 16th,life risking romance,Romantic Comedy,"316262,00",,986
2016,December 16th,masaryk,Documentary,"1999760,00",,987
2016,December 16th,luomandike xiaowang shi,Thriller/Suspense,"17973326,00",,988
2016,December 16th,masters in forbidden city,Documentary,"928773,00",,989
2016,December 16th,lyubov ne za gorami,Comedy,"34862,00",,990
2016,December 16th,les beaux jours d aranjuez,Drama,"87504,00",,991
2016,December 16th,love is not far off,Comedy,"40948,00",,992
2016,July 21st,la jeune fille sans mains,Adventure,"99233,00",,993
2016,December 16th,un hombre que no supo ad nde ir,Documentary,"637,00",,994
2016,December 16th,a kind of murder,Thriller/Suspense,"88234,00",,995
2016,May 12th,laavor et hakir,Action,"135239,00",,996
2016,December 16th,fuga da reuma park,Comedy,"3138098,00",,997
2016,December 16th,the hollow point,Thriller/Suspense,,,998
2016,December 16th,gorodskie ptichki,,"5474,00",,999
2016,December 16th,four warriors,,"352657,00",,1000
2016,January 13th,le fils de joseph,Drama,"8174,00",,1001
2016,December 16th,fences,Drama,"6599977,00","24000000,00",1002
2016,March 17th,the devil s candy,Horror,"780837,00",,1046
2016,December 16th,collateral beauty,Drama,"54293072,00","36000000,00",1047
2016,December 16th,el faro de las orcas,Drama,"674316,00",,1048
2016,December 16th,cigarettes et chocolat chaud,Comedy,"997905,00",,1049
2016,December 16th,city of dead men,Horror,,,1050
2016,December 16th,blood of youth,Drama,"2302688,00",,1052
2016,December 16th,boku wa ashita kinou no kimi to d to suru,Drama,"14352012,00",,1053
2016,December 16th,barry,Drama,,,1054
2016,December 16th,chosen,Drama,"252,00",,1056
2016,December 16th,adele live from the royal albert hall,Concert/Performance,"12525,00",,1057
2016,December 16th,the bad kids,Documentary,,,1058
2016,December 15th,vroom vroom vroomiz,Adventure,"78023,00",,1059
2016,December 16th,axel the biggest little hero,Adventure,"4503,00",,1060
2016,December 15th,kappen,Drama,"628766,00",,1061
2016,December 16th,alemde 1 gece,Comedy,"6716,00",,1062
2016,January 6th,master,Action,"50423395,00",,1063
2018,October 23rd,master,Documentary,,,1063
2021,January 13th,master,Thriller/Suspense,"11725823,00",,1063
2016,December 9th,ura kanikuly,Comedy,"35705,00",,1064
2016,December 16th,rogue one a star wars story,Adventure,"522958274,00","200000000,00",1065
2016,December 16th,rogue one a star wars story,Adventure,"522958274,00","200000000,00",32346
2016,December 9th,la tierra roja,Drama,"11562,00",,1066
2016,February 17th,the great wall,Action,"289329747,00","150000000,00",1067
2016,December 9th,the super parental guardians,Comedy,"40081,00",,1068
2016,December 9th,try to sleep for 48 hours,Romantic Comedy,"5976,00",,1069
2016,December 9th,sugar mountain,Thriller/Suspense,,,1070
2016,December 9th,slash,Comedy,,,1110
2016,December 9th,sen benim her eyimsin,Comedy,"1085674,00",,1113
2016,December 9th,la scala the marriage of figaro,Concert/Performance,"5771,00",,1114
2016,December 9th,rudolf nureyev island of his dreams,Documentary,"3832,00",,1115
2016,December 9th,shimajiro s wow shimajiro and the magical picture book,Adventure,"100544,00",,1116
2016,December 9th,room 704,,"265515,00",,1117
2016,December 9th,rescripts bout peony fairy,,"5501,00",,1118
2016,December 9th,the pass,Drama,"58502,00",,1119
2016,December 9th,sad vacation the last days of sid and nancy,Documentary,,,1120
2016,December 9th,on the map,Documentary,,,1121
2016,December 9th,o vendedor de sonhos,Drama,"2526180,00",,1122
2016,December 9th,papa ou maman 2,Comedy,"9789306,00",,1123
2016,December 9th,monsut sutoraiku the movie hajimari no basho,,"4706057,00",,1124
2016,December 9th,no man s land nt live 2016,Concert/Performance,"1380144,00",,1125
2016,December 9th,masha e o urso,Adventure,"1132204,00",,1126
2016,December 9th,littlescreen december,Multiple Genres,"19231,00",,1127
2016,December 9th,met opera 2016 l amour de loin,Concert/Performance,"158333,00",,1128
2016,December 9th,mar a,Drama,"92733,00",,1129
2016,December 9th,kattappanayile rithwik roshan,Comedy,"13845,00",,1130
2016,December 9th,kill ratio,Action,,,1131
2016,December 9th,kasap havasi,Drama,"1870,00",,1134
2016,December 9th,migas de pan,Drama,"12592,00",,1137
2016,December 9th,kamen raid heisei jener shonzu dr pakkuman tai eguzeido g suto with rejendo raid,Action,"6394531,00",,1174
2016,December 9th,kaizoku to yobareta otoko,Drama,"15827405,00",,1175
2016,December 9th,hayati tehlike,Comedy,"20089,00",,1177
2016,December 9th,harry benson shoot first,Documentary,,,1178
2016,December 9th,harry benson shoot first,Documentary,,,31176
2016,December 9th,frank lola,Drama,,,1179
2016,December 9th,frank lola,Drama,,,31008
2016,December 9th,frank lola,Drama,,,33972
2016,December 9th,kalo pothi,Drama,"6771,00",,1180
2016,December 9th,dai dai ji hua,Comedy,"646105,00",,1181
2016,December 9th,contract to kill,Action,,,1182
2016,September 8th,fallen,Drama,"3453916,00",,1183
2017,September 8th,fallen,Documentary,,,1183
2007,June 29th,fallen,Drama,,,1183
2016,December 9th,casanova variations,Drama,"4691,00",,1185
2016,December 9th,camera store,Drama,,,1186
2016,December 9th,burn country,Drama,,,1187
2016,December 9th,the bounce back,Romantic Comedy,"99494,00","3000000,00",1188
2016,December 9th,bolshoi ballet the nutcracker 2016,Concert/Performance,"206792,00",,1189
2016,December 9th,chennai 600028 ii second innings,Drama,"56725,00",,1190
2016,December 9th,,Drama,"643,00",,1191
2016,December 9th,,Drama,"643,00",,2878
2016,December 9th,and l p n 2,Comedy,"6387619,00",,1192
2016,December 9th,beyond the gates,Horror,,,1193
2007,March 9th,beyond the gates,Drama,,,1193
2016,December 9th,befikre,Romantic Comedy,"540296,00",,1194
2016,December 9th,ai shang shi shui shi,Romantic Comedy,"41937,00",,1195
2016,December 9th,botticelli inferno,Documentary,"58291,00",,1198
2016,December 9th,a m e que sabe,Comedy,"55480,00",,1199
2016,December 9th,all we had,Drama,,,1200
2016,December 9th,808,Documentary,,,1242
2016,December 8th,u ri son ja be seu teu,Comedy,"7630,00",,1243
2016,December 8th,soof 2,Romantic Comedy,"8040606,00",,1244
2016,December 9th,office christmas party,Comedy,"60330380,00","45000000,00",1245
2016,December 9th,jamais,Drama,"77665,00",,1246
2016,December 8th,die vampirschwestern 3,Adventure,"5894544,00",,1247
2016,December 7th,mees kees langs de lijn,Comedy,"2731079,00",,1248
2016,December 7th,non c pi religione,Comedy,"3817443,00",,1249
2016,December 6th,nerdland,Comedy,,,1250
2016,December 5th,xv beyond the tryline,Documentary,,,1251
2016,December 5th,will you be there,Drama,"8154239,00",,1252
2016,December 2nd,zemletryasenie,Drama,"3757826,00",,1253
2016,December 4th,la cooperativa,Documentary,,,1254
2016,December 2nd,yellow river aria,Drama,"7776,00",,1255
2016,December 2nd,a winter rose,Drama,,,1256
2016,December 2nd,the weekend movie,Comedy,"5983,00",,1257
2016,December 2nd,villaviciosa de al lado,Comedy,"10739182,00",,1258
2016,December 2nd,videofilia y otros s ndromes virales,Multiple Genres,,,1259
2016,December 2nd,le voyage au groenland,Comedy,"235055,00",,1260
2016,December 2nd,super express,Action,"8980243,00",,1261
2016,December 2nd,shi ren dao,Horror,"459179,00",,1262
2016,December 2nd,sins of our youth,Thriller/Suspense,,,1263
2016,December 2nd,three days in august,Drama,,,1264
2016,December 2nd,siren,Horror,,,1266
2016,December 9th,sword master,Action,"14555037,00",,1309
2016,December 2nd,sevdam g zlerinde kald,Drama,"40447,00",,1310
2016,December 2nd,saithan,Thriller/Suspense,"23611,00",,1313
2016,December 2nd,el sacrificio de nehu n puyelli,,"3074,00",,1314
2016,December 2nd,que pena tu vida,Comedy,"1604289,00",,1316
2016,December 2nd,prince orient house,,"10465,00",,1317
2016,December 2nd,pot is iron,,"7529,00",,1318
2016,December 2nd,ranmaru kamino shita wo motsu otoko,Comedy,"273798,00",,1319
2016,December 2nd,pojdi z mano,Action,"46778,00",,1320
2016,December 2nd,peppa pig around the world,Adventure,"318069,00",,1321
2016,December 2nd,run the tide,Drama,,,1322
2016,December 2nd,la passion d augustine,Drama,"133987,00",,1323
2016,December 2nd,o ltimo virgem,Romantic Comedy,"268979,00",,1324
2016,December 2nd,the nutcracker royal opera london,Concert/Performance,"1188225,00",,1325
2016,December 2nd,la noche,Drama,"3668,00",,1326
2016,December 2nd,un natale al sud,Comedy,"3018782,00",,1327
2016,December 2nd,the other half,Drama,,,1328
2016,December 2nd,nagan,,"2097,00",,1329
2016,December 2nd,my love,,"123170000,00",,1330
2016,December 2nd,the menkoff method,Comedy,"5668,00",,1331
2016,December 2nd,mavi bisiklet,Drama,"10850,00",,1332
2016,December 2nd,monsieur mayonnaise,Documentary,"23826,00",,1333
2016,December 2nd,robbi tobbi und das fliewat t,Adventure,"330636,00",,1349
2016,December 2nd,man down,Thriller/Suspense,"19623,00",,1375
2016,December 2nd,london di heer,Drama,"993,00",,1377
2016,December 2nd,ma rosa,Drama,"88391,00",,1378
2016,December 2nd,,Romantic Comedy,"34641,00",,1191
2016,December 2nd,,Romantic Comedy,"34641,00",,2878
2016,December 2nd,leoni,Comedy,"206,00",,1379
2016,December 2nd,kuroko no basket movie 3 winter cup,,"697678,00",,1380
2016,December 2nd,la madriguera,Drama,"5969,00",,1381
2016,December 2nd,kahaani 2,Thriller/Suspense,"216733,00",,1382
2016,April 27th,jet trash,Drama,"617,00",,1383
2016,December 2nd,jag eun hyeong,Drama,"8902,00",,1384
2016,December 2nd,jackie,Drama,"22628118,00","9000000,00",1385
2012,May 10th,jackie,Drama,"1801170,00",,1385
2016,December 2nd,goodnight brooklyn the story of death by audio,Documentary,,,1386
2016,December 2nd,incarnate,Horror,"4571262,00","5000000,00",1387
2016,December 2nd,igelak,Comedy,"134672,00",,1388
2016,December 2nd,g r mce,Comedy,"6225902,00",,1389
2016,December 2nd,die getr umten,Drama,"326,00",,1390
2016,December 2nd,the ghosts of johnson woods,Horror,,,1391
2016,December 2nd,le gang des antillais,Thriller/Suspense,"106526,00",,1392
2016,December 2nd,fuga de la patagonia,Adventure,"15475,00",,1393
2016,December 2nd,first lady of the revolution,Documentary,,,1394
2016,December 2nd,la fine quipe,Comedy,"83738,00",,1395
2016,December 2nd,estive em lisboa e lembrei de voc,Drama,"1247,00",,1396
2016,December 2nd,a girl like grace,Drama,,,1397
2016,December 2nd,les enfants de la chance,,"133083,00",,1398
2016,December 2nd,the eyes of my mother,Horror,"21440,00","300000,00",1403
2016,December 2nd,crash burn,Documentary,"18533,00",,1443
2016,December 2nd,e league counter strike go offensive,Concert/Performance,"117,00",,1445
2016,December 2nd,bodyguards secret lives from the watchtower,Documentary,,,1447
2016,December 2nd,best and most beautiful things,Documentary,,,1448
2016,December 2nd,blood brothers,Drama,,,1449
2021,April 2nd,blood brothers,Thriller/Suspense,,,1449
2016,December 2nd,ata d blanco el juego diab lico,Horror,"70844,00",,1451
2016,March 3rd,1898 los ltimos de filipinas,Drama,"1992197,00",,1452
2016,December 1st,zai jian wa cheng,Drama,,,1453
2016,December 1st,waterboys,Drama,"253990,00",,1454
2016,December 1st,o filho eterno,Drama,"110206,00",,1455
2016,December 2nd,believe,Drama,,"3500000,00",1456
2007,April 20th,believe,Comedy,,,1456
2016,December 1st,babam n kanatlar,Drama,"49241,00",,1457
2016,November 30th,lao shi,Thriller/Suspense,"294,00",,1458
2016,December 1st,pocket listing,Action,,,1459
2016,November 29th,sinbad soratobu hime to himitsu no shima,Adventure,"49312,00",,1460
2016,November 25th,zoologiya,Drama,"19575,00",,1461
2016,December 9th,la la land,Musical,"290788276,00","20000000,00",1462
2016,November 25th,zacma,Drama,"2037,00",,1463
2016,November 25th,yue jiong,,"52113,00",,1464
2016,November 26th,suddenly seventeen,Romantic Comedy,"18683303,00",,1465
2016,November 25th,yuan ling di xia shi,Horror,"289564,00",,1466
2016,November 25th,vivir para contarlo,Documentary,"138,00",,1467
2016,May 5th,une vie,Drama,"882681,00",,1470
2016,November 25th,wo shi chu nu zuo,Romantic Comedy,"669445,00",,1480
2016,January 6th,underworld blood wars,Action,"50855249,00","35000000,00",1508
2016,January 6th,underworld blood wars,Action,"50855249,00","35000000,00",33400
2016,November 25th,sicixia,Drama,"60411,00",,1510
2016,November 25th,szkola uwodzenia czeslawa m,Comedy,"947,00",,1511
2016,November 25th,shipp rondo,Drama,"2940357,00",,1512
2016,November 25th,rotas,Musical,"1656,00",,1513
2016,November 25th,la reina de espa a,Drama,"1220682,00",,1514
2016,November 25th,psikhi,Drama,"281,00",,1515
2016,November 25th,la piel marcada,Documentary,"318,00",,1516
2016,November 25th,setenta y pico,,"1470,00",,1517
2016,December 28th,paterson,Comedy,"8586113,00","5000000,00",1518
2016,November 25th,nocno zivljenje,Drama,"8446,00",,1519
2016,November 25th,opera de paris samson et dalila,Concert/Performance,"5261,00",,1520
2016,April 5th,mum s list,Drama,"91756,00",,1521
2016,November 25th,thoppil joppan,Drama,"2480,00",,1522
2016,November 25th,miss violence,Drama,"1166,00",,1523
2016,November 25th,miss sloane,Drama,"4267654,00","18000000,00",1524
2016,November 25th,maik fer flieg,Drama,"372,00",,1525
2016,November 25th,min max,Romantic Comedy,"892646,00",,1526
2016,November 25th,mifune the last samurai,Documentary,,,1533
2016,November 25th,mifune the last samurai,Documentary,,,31836
2016,November 25th,louise en hiver,Adventure,"478663,00",,1576
2016,November 25th,lion,Drama,"97378405,00","12000000,00",1578
2016,November 25th,land of hero,,"5145,00",,1579
2016,January 4th,komunia,Documentary,,,1580
2016,December 13th,de kinderen van juf kiet,Documentary,"359546,00",,1581
2016,November 25th,kavalai vendam,Romantic Comedy,"13112,00",,1582
2016,November 25th,kill command,Thriller/Suspense,"1411,00",,1583
